ActivationID,ActivationDate,KAM_ID,Product_ID,Customer_PID,PortIn,Quantity,Points,PointsEligible
ACT-2026-000254,2026-07-01,K08,P-MOB-GSM,PID719695,None,1,0.97,True
ACT-2026-000255,2026-07-01,K08,P-MOB-GSM,PID372311,None,1,0.97,True
ACT-2026-000256,2026-07-01,K08,P-MOB-GSM,PID729428,None,1,0.97,True
ACT-2026-000257,2026-07-01,K08,P-MOB-GSM,PID511796,None,1,0.97,True
ACT-2026-000258,2026-07-01,K08,P-MOB-GSM,PID390873,None,1,0.97,True
ACT-2026-000259,2026-07-01,K08,P-MOB-GSM,PID967183,None,1,0.97,True
ACT-2026-000260,2026-07-01,K08,P-MOB-GSM,PID411275,None,1,0.97,True
ACT-2026-000261,2026-07-01,K08,P-MOB-GSM,PID924259,MNP,1,1.94,True
ACT-2026-000262,2026-07-01,K08,P-MOB-GSM,PID868891,None,1,0.97,True
ACT-2026-000263,2026-07-01,K08,P-MOB-GSM,PID377884,None,1,0.97,True
ACT-2026-000264,2026-07-01,K08,P-MOB-GSM,PID220298,None,1,0.0,False
ACT-2026-000265,2026-07-01,K08,P-MOB-GSM,PID657644,None,1,0.97,True
ACT-2026-000266,2026-07-01,K08,P-MOB-GSM,PID864430,None,1,0.97,True
ACT-2026-000267,2026-07-01,K08,P-MOB-GSM,PID183263,MNP,1,1.94,True
ACT-2026-000268,2026-07-01,K08,P-MOB-GSM,PID553450,None,1,0.97,True
ACT-2026-000269,2026-07-01,K08,P-MOB-GSM,PID150033,None,1,0.97,True
ACT-2026-000270,2026-07-01,K08,P-MOB-GSM,PID641493,None,1,0.97,True
ACT-2026-000271,2026-07-01,K08,P-DIG-SVC,PID576070,None,1,5.57,True
ACT-2026-000272,2026-07-01,K08,P-MOB-GSM,PID618779,None,1,0.97,True
ACT-2026-000273,2026-07-01,K08,P-MOB-GSM,PID894519,MNP,1,1.94,True
ACT-2026-000274,2026-07-01,K08,P-MOB-OTH,PID904533,None,1,1.45,True
ACT-2026-000275,2026-07-01,K09,P-FIX-FBR,PID579135,None,1,9.71,True
ACT-2026-000276,2026-07-01,K09,P-MOB-GSM,PID974834,None,1,0.97,True
ACT-2026-000277,2026-07-01,K09,P-MOB-GSM,PID852659,None,1,0.97,True
ACT-2026-000278,2026-07-01,K09,P-MOB-GSM,PID439882,None,1,0.97,True
ACT-2026-000279,2026-07-01,K09,P-MOB-OTH,PID689974,None,1,1.45,True
ACT-2026-000280,2026-07-01,K09,P-MOB-GSM,PID593894,MNP,1,1.94,True
ACT-2026-000281,2026-07-01,K09,P-MOB-GSM,PID550125,None,1,0.97,True
ACT-2026-000282,2026-07-01,K09,P-MOB-OTH,PID718056,None,1,1.45,True
ACT-2026-000283,2026-07-01,K09,P-MOB-GSM,PID185325,None,1,0.97,True
ACT-2026-000284,2026-07-01,K09,P-MOB-GSM,PID378415,None,1,0.97,True
ACT-2026-000285,2026-07-01,K09,P-MOB-OTH,PID212210,None,1,1.45,True
ACT-2026-000286,2026-07-01,K09,P-MOB-GSM,PID280066,None,1,0.97,True
ACT-2026-000287,2026-07-01,K09,P-MOB-GSM,PID421606,None,1,0.97,True
ACT-2026-000288,2026-07-01,K09,P-MOB-GSM,PID289972,None,1,0.97,True
ACT-2026-000289,2026-07-01,K09,P-MOB-GSM,PID956493,None,1,0.97,True
ACT-2026-000290,2026-07-01,K09,P-FIX-BIB,PID244928,None,1,14.56,True
ACT-2026-000291,2026-07-01,K10,P-MOB-GSM,PID968559,MNP,1,1.94,True
ACT-2026-000292,2026-07-01,K10,P-MOB-OTH,PID304984,None,1,1.45,True
ACT-2026-000293,2026-07-01,K10,P-MOB-GSM,PID924011,None,1,0.97,True
ACT-2026-000294,2026-07-01,K10,P-MOB-GSM,PID243538,MNP,1,1.94,True
ACT-2026-000295,2026-07-01,K10,P-MOB-GSM,PID550282,None,1,0.97,True
ACT-2026-000296,2026-07-01,K10,P-MOB-GSM,PID694377,None,1,0.97,True
ACT-2026-000297,2026-07-01,K10,P-MOB-OTH,PID259830,None,1,1.45,True
ACT-2026-000298,2026-07-01,K10,P-MOB-GSM,PID827486,None,1,0.97,True
ACT-2026-000299,2026-07-01,K10,P-MOB-GSM,PID827326,None,1,0.97,True
ACT-2026-000300,2026-07-01,K10,P-FIX-FBR,PID529586,None,1,9.71,True
ACT-2026-000301,2026-07-01,K10,P-MOB-GSM,PID792906,MNP,1,1.94,True
ACT-2026-000302,2026-07-01,K10,P-MOB-GSM,PID594064,None,1,0.97,True
ACT-2026-000303,2026-07-01,K10,P-MOB-GSM,PID295395,None,1,0.97,True
ACT-2026-000304,2026-07-01,K10,P-MOB-GSM,PID819619,None,1,0.97,True
ACT-2026-000305,2026-07-01,K10,P-MOB-GSM,PID340420,None,1,0.97,True
ACT-2026-000306,2026-07-01,K10,P-MOB-GSM,PID128423,None,1,0.97,True
ACT-2026-000307,2026-07-01,K10,P-MOB-GSM,PID957786,None,1,0.97,True
